city,date,fare,ride_id
South Saramouth,43516.68931,44.29,3.62237E+12
Lake Latoyabury,43577.70609,38.46,1.67192E+12
Lake Jamie,43537.27904,26.09,1.59916E+12
Newtonview,43473.26372,19.39,5.35035E+12
Michaelberg,43483.03227,15.12,1.0317E+12
Jessicaport,43479.29811,18.05,5.40536E+12
South Marychester,43480.90586,30.26,3.83706E+12
North Jaime,43530.38152,44.17,1.1522E+12
Penaborough,43520.03056,21.89,2.06931E+12
North Jaime,43536.54579,23.21,5.98745E+12
Lake Latoyabury,43571.88389,24.1,4.89603E+12
South Jennifer,43531.79876,48.79,9.73063E+12
Taylorhaven,43529.88881,38.18,8.55532E+12
Jessicaport,43568.67235,39.89,6.51124E+12
South Marychester,43551.50544,34.42,4.23015E+12
Penaborough,43582.2515,38.33,5.47014E+11
New Ryantown,43573.82215,42.97,2.30914E+11
North Jaime,43559.55116,51.83,9.11605E+12
Harringtonfort,43471.31852,47.33,3.84975E+12
South Jennifer,43560.60813,32.2,6.83984E+11
North Holly,43469.14683,24.88,4.19562E+12
Newtonview,43501.95372,45.02,7.07537E+12
Randallchester,43515.16166,58.55,8.0048E+12
Bradshawfurt,43548.31531,19.89,7.8674E+12
South Marychester,43521.79583,54.66,3.13756E+12
Bradshawfurt,43514.93155,34.32,8.882E+12
Bradshawfurt,43563.57365,55.19,1.74295E+12
Jessicaport,43542.7081,33.72,3.04689E+12
Michaelberg,43551.90875,38.62,3.64152E+11
West Heather,43536.18225,26.55,7.03585E+12
Garzaport,43572.07531,17.31,6.09241E+12
North Jaime,43497.37458,17.05,9.48112E+12
New Ryantown,43500.99642,45.7,3.57043E+12
North Holly,43576.88498,18.54,6.25909E+12
West Heather,43518.37612,17.4,8.70249E+12
Taylorhaven,43558.23723,38.92,8.30045E+12
Bradshawfurt,43562.8839,49.7,5.08881E+12
Michaelberg,43476.19406,16.42,8.80056E+12
Michaelberg,43577.72838,19.27,26848733115
North Holly,43552.00844,35.45,3.26249E+12
North Jaime,43591.04047,41.18,7.32809E+12
North Jaime,43559.08237,43.86,8.19544E+12
South Marychester,43578.51527,25.94,2.93662E+12
North Holly,43488.28611,40.24,3.92187E+12
Michaelberg,43587.4984,52.71,5.64953E+12
West Heather,43518.07411,33.38,5.55169E+12
Bradshawfurt,43519.50068,37.05,2.06842E+12
Penaborough,43479.66583,54.1,4.32926E+11
New Ryantown,43585.0769,50.81,5.35755E+12
Michaelberg,43484.52647,38.68,1.03218E+11
Taylorhaven,43556.69288,54.65,9.09806E+12
South Jennifer,43557.4353,14.11,3.82827E+12
Bradshawfurt,43565.40826,19.07,7.39305E+11
Taylorhaven,43529.19881,29.45,2.15938E+12
Harringtonfort,43513.19648,30.58,6.83514E+12
Randallchester,43507.23784,25.78,9.01061E+12
New Ryantown,43560.9016,50.98,4.83486E+12
Penaborough,43499.71911,51.8,5.38343E+12
South Jennifer,43565.86541,43.25,6.23929E+11
Lake Jamie,43585.89331,37.33,6.75548E+12
Harringtonfort,43571.68808,17.39,4.02396E+12
South Jennifer,43495.06963,37.05,9.54538E+12
Bradshawfurt,43484.84854,56.78,1.2534E+12
Jessicaport,43586.3436,22.44,3.72528E+12
Lake Latoyabury,43553.38299,13.84,7.90686E+12
Lake Jamie,43483.3172,43.57,1.17496E+12
Randallchester,43549.5672,10.37,3.21638E+12
Harringtonfort,43534.42473,19.02,6.71731E+12
Lake Latoyabury,43489.56403,34.74,5.96267E+12
Taylorhaven,43557.38716,47.07,8.57315E+12
South Jennifer,43535.03569,49.82,1.14534E+12
Harringtonfort,43522.29388,54.66,9.20159E+12
Newtonview,43556.5689,26.73,3.72353E+12
Michaelberg,43534.42031,56.48,3.75707E+12
Penaborough,43487.65028,10.11,4.12993E+12
Lake Latoyabury,43569.29596,11.94,2.04067E+12
North Jaime,43582.74892,14.01,2.15669E+12
West Heather,43500.68707,13.97,7.11889E+12
West Heather,43573.81472,46.6,3.671E+12
West Heather,43526.87789,20.99,5.76645E+12
South Saramouth,43493.66358,31.25,7.11805E+12
West Heather,43530.83809,48.11,2.57055E+12
Garzaport,43591.70644,18.9,8.8267E+12
South Saramouth,43551.88005,11.87,1.70352E+11
Randallchester,43562.98758,10.79,1.61547E+12
Harringtonfort,43474.64624,31.84,3.73069E+12
South Saramouth,43567.75822,57.23,5.0812E+12
North Holly,43468.82709,19.9,5.55951E+12
New Ryantown,43590.81225,26.53,2.30221E+12
West Heather,43498.26949,53.07,2.46295E+12
Lake Latoyabury,43521.17383,16.18,8.49292E+12
South Marychester,43484.48664,49.44,90058815985
Jessicaport,43496.74821,58.29,6.23155E+11
Michaelberg,43546.93118,38.3,8.03273E+12
North Holly,43573.81001,30.94,3.44106E+12
Michaelberg,43537.61132,37.72,8.84261E+12
Lake Jamie,43521.9903,28.65,5.81576E+12
Lake Jamie,43574.18943,16.29,3.51868E+12
North Holly,43542.44311,40.34,3.78778E+12
Michaelberg,43492.77992,38.42,8.62622E+11
Lake Jamie,43584.08245,54.22,2.48926E+12
Bradshawfurt,43495.45513,51.39,1.32827E+12
Michaelberg,43584.71156,13.38,8.55037E+12
Lake Latoyabury,43495.00402,20.76,9.01873E+12
North Jaime,43506.87766,11.11,2.78134E+12
West Heather,43592.80712,44.94,4.25685E+12
Newtonview,43580.43071,55.84,9.99058E+12
